SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO
RELIANCE,1750283,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1
TCS,1374873,IT - Software,Information Technology,Information Technology,1
HDFCBANK,1297213,Banks,Financial Services,Financial Services,1
ICICIBANK,700333,Banks,Financial Services,Financial Services,1
INFY,640269,IT - Software,Information Technology,Information Technology,1
HINDUNILVR,624921,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
BHARTIARTL,579043,Telecom - Services,Telecommunication,Telecommunication,1
ITC,576373,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
SBIN,572692,Banks,Financial Services,Financial Services,1
LICI,524058,Insurance,Financial Services,Financial Services,0
LT,483841,Construction,Construction,Industrials,1
BAJFINANCE,452084,Finance,Financial Services,Financial Services,1
HCLTECH,398366,IT - Software,Information Technology,Information Technology,1
KOTAKBANK,378426,Banks,Financial Services,Financial Services,1
AXISBANK,339273,Banks,Financial Services,Financial Services,1
TITAN,327229,Consumer Durables,Consumer Durables,Consumer Discretionary,1
ASIANPAINT,325624,Consumer Durables,Consumer Durables,Consumer Discretionary,1
ADANIENT,324792,Metals & Minerals Trading,Metals & Mining,Commodities,1
MARUTI,323893,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
ULTRACEMCO,302611,Cement & Cement Products,Construction Materials,Commodities,1
SUNPHARMA,302328,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
NTPC,301081,Power,Power,Utilities,1
BAJAJFINSV,269319,Finance,Financial Services,Financial Services,1
DMART,264198,Retailing,Consumer Services,Consumer Discretionary,0
TATAMOTORS,258983,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
ONGC,258525,Oil,Oil Gas & Consumable Fuels,Energy,1
NESTLEIND,256880,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
ADANIGREEN,253920,Power,Power,Utilities,0
WIPRO,245957,IT - Software,Information Technology,Information Technology,1
COALINDIA,231842,Consumable Fuels,Oil Gas & Consumable Fuels,Energy,1
ADANIPORTS,220982,Transport Infrastructure,Services,Services,1
POWERGRID,220099,Power,Power,Utilities,1
JSWSTEEL,214711,Ferrous Metals,Metals & Mining,Commodities,1
M&M,214509,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
ADANIPOWER,201718,Power,Power,Utilities,0
BAJAJ-AUTO,193129,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
HAL,187591,Aerospace & Defense,Capital Goods,Industrials,1
LTIM,185850,IT - Software,Information Technology,Information Technology,1
IOC,183435,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1
DLF,179213,Realty,Realty,Consumer Discretionary,1
TATASTEEL,171302,Ferrous Metals,Metals & Mining,Commodities,1
VBL,160713,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
JIOFIN,148000,Finance,Financial Services,Financial Services,0
SBILIFE,143388,Insurance,Financial Services,Financial Services,1
SIEMENS,143018,Electrical Equipment,Capital Goods,Industrials,1
GRASIM,140411,Cement & Cement Products,Construction Materials,Commodities,1
HDFCLIFE,138976,Insurance,Financial Services,Financial Services,1
HINDALCO,138035,Non - Ferrous Metals,Metals & Mining,Commodities,1
PIDILITIND,137836,Chemicals & Petrochemicals,Chemicals,Commodities,1
HINDZINC,134281,Non - Ferrous Metals,Metals & Mining,Commodities,0
BEL,134134,Aerospace & Defense,Capital Goods,Industrials,1
IRFC,129509,Finance,Financial Services,Financial Services,0
BRITANNIA,128643,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
PFC,126196,Finance,Financial Services,Financial Services,1
TECHM,124246,IT - Software,Information Technology,Information Technology,1
INDUSINDBK,124118,Banks,Financial Services,Financial Services,1
BANKBARODA,119381,Banks,Financial Services,Financial Services,1
ADANIENSOL,116357,Power,Power,Utilities,0
GODREJCP,115476,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
INDIGO,114047,Transport Services,Services,Services,1
EICHERMOT,113124,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
ATGL,108529,Gas,Oil Gas & Consumable Fuels,Energy,0
TRENT,108450,Retailing,Consumer Services,Consumer Discretionary,1
RECLTD,108357,Finance,Financial Services,Financial Services,1
ZOMATO,107754,Retailing,Consumer Services,Consumer Discretionary,0
GAIL,106648,Gas,Oil Gas & Consumable Fuels,Energy,1
TATAPOWER,105926,Power,Power,Utilities,1
CHOLAFIN,105794,Finance,Financial Services,Financial Services,1
PNB,105375,Banks,Financial Services,Financial Services,1
SHREECEM,103946,Cement & Cement Products,Construction Materials,Commodities,1
DIVISLAB,103750,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
AMBUJACEM,103194,Cement & Cement Products,Construction Materials,Commodities,1
TATACONSUM,101169,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
CIPLA,100919,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
ABB,98982,Electrical Equipment,Capital Goods,Industrials,1
LODHA,98665,Realty,Realty,Consumer Discretionary,0
DABUR,98640,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
BPCL,97833,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1
DRREDDY,96816,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
TVSMOTOR,96348,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
VEDL,95904,Diversified Metals,Metals & Mining,Commodities,1
UNIONBANK,88208,Banks,Financial Services,Financial Services,0
HAVELLS,85715,Consumer Durables,Consumer Durables,Consumer Discretionary,1
BAJAJHLDNG,85674,Finance,Financial Services,Financial Services,0
HEROMOTOCO,82873,Automobiles,Automobile and Auto Components,Consumer Discretionary,1
POLYCAB,82590,Industrial Products,Capital Goods,Industrials,1
APOLLOHOSP,82072,Healthcare Services,Healthcare,Healthcare,1
IOB,81753,Banks,Financial Services,Financial Services,0
MCDOWELL-N,81172,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
MANKIND,79477,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CANBK,79268,Banks,Financial Services,Financial Services,1
TORNTPHARM,77944,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
IDEA,77888,Telecom - Services,Telecommunication,Telecommunication,1
SHRIRAMFIN,77209,Finance,Financial Services,Financial Services,1
ICICIPRULI,77057,Insurance,Financial Services,Financial Services,1
JINDALSTEL,76201,Ferrous Metals,Metals & Mining,Commodities,1
SRF,73463,Chemicals & Petrochemicals,Chemicals,Commodities,1
IDBI,72364,Banks,Financial Services,Financial Services,0
SBICARD,72353,Finance,Financial Services,Financial Services,1
MARICO,70799,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
IRCTC,70640,Leisure Services,Consumer Services,Consumer Discretionary,1
BERGEPAINT,70473,Consumer Durables,Consumer Durables,Consumer Discretionary,1
ICICIGI,70151,Insurance,Financial Services,Financial Services,1
ZYDUSLIFE,69716,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
CGPOWER,69033,Electrical Equipment,Capital Goods,Industrials,0
MOTHERSON,68848,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
COLPAL,68721,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
TIINDIA,68454,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
HDFCAMC,68453,Capital Markets,Financial Services,Financial Services,1
JSWENERGY,67267,Power,Power,Utilities,0
BHEL,67239,Electrical Equipment,Capital Goods,Industrials,1
MAXHEALTH,66667,Healthcare Services,Healthcare,Healthcare,0
NAUKRI,66387,Retailing,Consumer Services,Consumer Discretionary,1
BOSCHLTD,65620,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
NHPC,64991,Power,Power,Utilities,0
AUROPHARMA,63598,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
IDFCFIRSTB,62753,Banks,Financial Services,Financial Services,1
INDHOTEL,62235,Leisure Services,Consumer Services,Consumer Discretionary,1
ALKEM,62162,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
YESBANK,61550,Banks,Financial Services,Financial Services,0
NMDC,61323,Minerals & Mining,Metals & Mining,Commodities,1
SOLARINDS,60945,Chemicals & Petrochemicals,Chemicals,Commodities,0
LUPIN,60331,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
MUTHOOTFIN,59014,Finance,Financial Services,Financial Services,1
BHARATFORG,57640,Industrial Products,Capital Goods,Industrials,1
SUPREMEIND,57416,Industrial Products,Capital Goods,Industrials,0
PERSISTENT,56848,IT - Software,Information Technology,Information Technology,1
PATANJALI,56833,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
INDIANB,56761,Banks,Financial Services,Financial Services,0
HINDPETRO,56458,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1
PGHH,56401,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
GODREJPROP,55803,Realty,Realty,Consumer Discretionary,1
LTTS,55515,IT - Services,Information Technology,Information Technology,1
MRF,54838,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
CUMMINSIND,54520,Industrial Products,Capital Goods,Industrials,1
TATAELXSI,54336,IT - Software,Information Technology,Information Technology,0
GICRE,54036,Insurance,Financial Services,Financial Services,0
INDUSTOWER,53360,Telecom - Services,Telecommunication,Telecommunication,1
PIIND,53268,Fertilizers & Agrochemicals,Chemicals,Commodities,1
ASHOKLEY,53188,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,1
AUBANK,52486,Banks,Financial Services,Financial Services,1
CONCOR,52305,Transport Services,Services,Services,1
FACT,52105,Fertilizers & Agrochemicals,Chemicals,Commodities,0
OBEROIRLTY,51886,Realty,Realty,Consumer Discretionary,1
SUZLON,51863,Electrical Equipment,Capital Goods,Industrials,0
MPHASIS,51669,IT - Software,Information Technology,Information Technology,1
ASTRAL,51335,Industrial Products,Capital Goods,Industrials,1
BANKINDIA,51286,Banks,Financial Services,Financial Services,0
SAIL,50950,Ferrous Metals,Metals & Mining,Commodities,1
TATACOMM,50516,Telecom - Services,Telecommunication,Telecommunication,1
SCHAEFFLER,50017,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
BALKRISIND,49741,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
NYKAA,49134,Retailing,Consumer Services,Consumer Discretionary,0
GMRINFRA,48650,Transport Infrastructure,Services,Services,1
LINDEINDIA,48169,Chemicals & Petrochemicals,Chemicals,Commodities,0
TATATECH,47950,IT - Services,Information Technology,Information Technology,0
UCOBANK,47585,Banks,Financial Services,Financial Services,0
UBL,47302,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1
JSL,46936,Ferrous Metals,Metals & Mining,Commodities,0
PRESTIGE,46488,Realty,Realty,Consumer Discretionary,0
AWL,46139,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MAZDOCK,45965,Industrial Manufacturing,Capital Goods,Industrials,0
TORNTPOWER,44842,Power,Power,Utilities,0
UPL,44113,Fertilizers & Agrochemicals,Chemicals,Commodities,1
JSWINFRA,43691,Transport Infrastructure,Services,Services,0
CENTRALBK,43578,Banks,Financial Services,Financial Services,0
ABCAPITAL,43153,Finance,Financial Services,Financial Services,1
PAGEIND,43054,Textiles & Apparels,Textiles,Consumer Discretionary,1
DALBHARAT,42761,Cement & Cement Products,Construction Materials,Commodities,1
APLAPOLLO,42628,Industrial Products,Capital Goods,Industrials,0
KPITTECH,41679,IT - Software,Information Technology,Information Technology,0
3MINDIA,41565,Diversified,Diversified,Diversified,0
ACC,41463,Cement & Cement Products,Construction Materials,Commodities,1
L&TFH,41045,Finance,Financial Services,Financial Services,1
FLUOROCHEM,40644,Chemicals & Petrochemicals,Chemicals,Commodities,0
OIL,40470,Oil,Oil Gas & Consumable Fuels,Energy,0
PAYTM,40343,Financial Technology (Fintech),Financial Services,Financial Services,0
PHOENIXLTD,40217,Realty,Realty,Consumer Discretionary,0
UNOMINDA,39488,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
DIXON,39202,Consumer Durables,Consumer Durables,Consumer Discretionary,1
BANDHANBNK,38839,Banks,Financial Services,Financial Services,1
SUNDARMFIN,38776,Finance,Financial Services,Financial Services,0
COFORGE,38758,IT - Software,Information Technology,Information Technology,1
FEDERALBNK,38086,Banks,Financial Services,Financial Services,1
RVNL,37812,Construction,Construction,Industrials,0
SONACOMS,37738,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
JUBLFOOD,37215,Leisure Services,Consumer Services,Consumer Discretionary,1
COROMANDEL,36830,Fertilizers & Agrochemicals,Chemicals,Commodities,1
OFSS,36647,IT - Software,Information Technology,Information Technology,1
THERMAX,36643,Electrical Equipment,Capital Goods,Industrials,0
KALYANKJIL,36443,Consumer Durables,Consumer Durables,Consumer Discretionary,0
POLICYBZR,35828,Financial Technology (Fintech),Financial Services,Financial Services,0
SJVN,35800,Power,Power,Utilities,0
NLCINDIA,35013,Power,Power,Utilities,0
AIAENG,34729,Industrial Products,Capital Goods,Industrials,0
NIACL,34550,Insurance,Financial Services,Financial Services,0
METROBRAND,34360,Consumer Durables,Consumer Durables,Consumer Discretionary,0
M&MFIN,34224,Finance,Financial Services,Financial Services,1
DEEPAKNTR,33825,Chemicals & Petrochemicals,Chemicals,Commodities,1
POONAWALLA,33515,Finance,Financial Services,Financial Services,0
PETRONET,33428,Gas,Oil Gas & Consumable Fuels,Energy,1
ESCORTS,33024,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,1
MFSL,32872,Insurance,Financial Services,Financial Services,1
HONAUT,32578,Industrial Manufacturing,Capital Goods,Industrials,0
VOLTAS,32369,Consumer Durables,Consumer Durables,Consumer Discretionary,1
GLAXO,32287,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
MAHABANK,31937,Banks,Financial Services,Financial Services,0
GUJGASLTD,31762,Gas,Oil Gas & Consumable Fuels,Energy,1
GLAND,31689,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
FORTIS,31637,Healthcare Services,Healthcare,Healthcare,0
CRISIL,31578,Finance,Financial Services,Financial Services,0
BDL,31451,Aerospace & Defense,Capital Goods,Industrials,0
STARHEALTH,31259,Insurance,Financial Services,Financial Services,0
ABBOTINDIA,31186,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
MANYAVAR,30665,Retailing,Consumer Services,Consumer Discretionary,0
ZFCVINDIA,30348,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
LLOYDSME,30219,Ferrous Metals,Metals & Mining,Commodities,0
BSE,30121,Capital Markets,Financial Services,Financial Services,0
BIOCON,29967,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
LICHSGFIN,29511,Finance,Financial Services,Financial Services,1
ANGELONE,29296,Capital Markets,Financial Services,Financial Services,0
KEI,29295,Industrial Products,Capital Goods,Industrials,0
PSB,29280,Banks,Financial Services,Financial Services,0
IGL,29260,Gas,Oil Gas & Consumable Fuels,Energy,1
ITI,29254,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0
JKCEMENT,29201,Cement & Cement Products,Construction Materials,Commodities,1
APOLLOTYRE,28830,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
DELHIVERY,28586,Transport Services,Services,Services,0
SYNGENE,28262,Healthcare Services,Healthcare,Healthcare,1
TATACHEM,28223,Chemicals & Petrochemicals,Chemicals,Commodities,1
KPRMILL,28193,Textiles & Apparels,Textiles,Consumer Discretionary,0
SUNTV,28055,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1
IPCALAB,28037,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
NAM-INDIA,27893,Capital Markets,Financial Services,Financial Services,0
IREDA,27576,Finance,Financial Services,Financial Services,0
BAYERCROP,27569,Fertilizers & Agrochemicals,Chemicals,Commodities,0
MSUMI,27278,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
ENDURANCE,27007,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
EXIDEIND,26970,Auto Components,Automobile and Auto Components,Consumer Discretionary,1
KANSAINER,26895,Consumer Durables,Consumer Durables,Consumer Discretionary,0
ZEEL,26395,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1
TATAMTRDVR,26361,Automobiles,Automobile and Auto Components,Consumer Discretionary,0
HINDCOPPER,26289,Non - Ferrous Metals,Metals & Mining,Commodities,1
SUNDRMFAST,26220,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
AJANTPHARM,26153,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
MEDANTA,25719,Healthcare Services,Healthcare,Healthcare,0
GRINDWELL,25665,Industrial Products,Capital Goods,Industrials,0
CREDITACC,25482,Finance,Financial Services,Financial Services,0
360ONE,25449,Finance,Financial Services,Financial Services,0
HATSUN,25282,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
CYIENT,25272,IT - Services,Information Technology,Information Technology,0
GODREJIND,25235,Diversified,Diversified,Diversified,0
HUDCO,25194,Finance,Financial Services,Financial Services,0
JBCHEPHARM,25115,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
IRB,25062,Construction,Construction,Industrials,0
EMAMILTD,24531,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
NH,24523,Healthcare Services,Healthcare,Healthcare,0
NATIONALUM,24299,Non - Ferrous Metals,Metals & Mining,Commodities,1
TIMKEN,24098,Industrial Products,Capital Goods,Industrials,0
APARINDS,24089,Electrical Equipment,Capital Goods,Industrials,0
GLENMARK,24041,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
RAMCOCEM,23986,Cement & Cement Products,Construction Materials,Commodities,1
AARTIIND,23556,Chemicals & Petrochemicals,Chemicals,Commodities,1
RATNAMANI,23481,Industrial Products,Capital Goods,Industrials,0
DEVYANI,23285,Leisure Services,Consumer Services,Consumer Discretionary,0
MRPL,23239,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
ISEC,23221,Capital Markets,Financial Services,Financial Services,0
LAURUSLABS,23198,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1
IIFL,22689,Finance,Financial Services,Financial Services,0
SKFINDIA,22653,Industrial Products,Capital Goods,Industrials,0
RELAXO,22492,Consumer Durables,Consumer Durables,Consumer Discretionary,0
KIOCL,22383,Ferrous Metals,Metals & Mining,Commodities,0
POWERINDIA,22300,Electrical Equipment,Capital Goods,Industrials,0
RADICO,22222,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
TATAINVEST,21627,Finance,Financial Services,Financial Services,0
LALPATHLAB,21537,Healthcare Services,Healthcare,Healthcare,1
FIVESTAR,21496,Finance,Financial Services,Financial Services,0
BATAINDIA,21241,Consumer Durables,Consumer Durables,Consumer Discretionary,1
ABFRL,21228,Retailing,Consumer Services,Consumer Discretionary,1
CARBORUNIV,21199,Industrial Products,Capital Goods,Industrials,0
ATUL,21185,Chemicals & Petrochemicals,Chemicals,Commodities,1
GILLETTE,21180,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
PEL,20894,Finance,Financial Services,Financial Services,1
KAJARIACER,20831,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SONATSOFTW,20774,IT - Software,Information Technology,Information Technology,0
BRIGADE,20738,Realty,Realty,Consumer Discretionary,0
ASTERDM,20435,Healthcare Services,Healthcare,Healthcare,0
PNBHOUSING,20258,Finance,Financial Services,Financial Services,0
IDFC,20248,Finance,Financial Services,Financial Services,1
SUMICHEM,20165,Fertilizers & Agrochemicals,Chemicals,Commodities,0
CROMPTON,19878,Consumer Durables,Consumer Durables,Consumer Discretionary,1
BSOFT,19854,IT - Software,Information Technology,Information Technology,1
PFIZER,19535,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CHOLAHLDNG,19491,Finance,Financial Services,Financial Services,0
BLUESTARCO,19482,Consumer Durables,Consumer Durables,Consumer Discretionary,0
CDSL,19082,Capital Markets,Financial Services,Financial Services,0
NAVINFLUOR,19079,Chemicals & Petrochemicals,Chemicals,Commodities,1
SUVENPHAR,18582,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SANOFI,18518,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
TRIDENT,18473,Textiles & Apparels,Textiles,Consumer Discretionary,0
MOTILALOFS,18433,Capital Markets,Financial Services,Financial Services,0
PPLPHARMA,18363,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
AFFLE,18268,IT - Services,Information Technology,Information Technology,0
VINATIORGA,17914,Chemicals & Petrochemicals,Chemicals,Commodities,0
CIEINDIA,17913,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
TTML,17888,Telecom - Services,Telecommunication,Telecommunication,0
RRKABEL,17877,Industrial Products,Capital Goods,Industrials,0
COCHINSHIP,17825,Industrial Manufacturing,Capital Goods,Industrials,0
CASTROLIND,17784,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
JYOTHYLAB,17622,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
CESC,17504,Power,Power,Utilities,0
BLUEDART,17397,Transport Services,Services,Services,0
WHIRLPOOL,17369,Consumer Durables,Consumer Durables,Consumer Discretionary,0
JBMA,17314,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
ELGIEQUIP,17268,Industrial Products,Capital Goods,Industrials,0
GSPL,17265,Gas,Oil Gas & Consumable Fuels,Energy,0
CENTURYPLY,17065,Consumer Durables,Consumer Durables,Consumer Discretionary,0
RBLBANK,16828,Banks,Financial Services,Financial Services,1
KAYNES,16683,Industrial Manufacturing,Capital Goods,Industrials,0
CELLO,16675,Consumer Durables,Consumer Durables,Consumer Discretionary,0
RHIM,16623,Industrial Products,Capital Goods,Industrials,0
CLEAN,16511,Chemicals & Petrochemicals,Chemicals,Commodities,0
FINCABLES,16365,Industrial Products,Capital Goods,Industrials,0
PVRINOX,16339,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1
INDIAMART,16320,Retailing,Consumer Services,Consumer Discretionary,1
MCX,16284,Capital Markets,Financial Services,Financial Services,1
INOXWIND,16200,Electrical Equipment,Capital Goods,Industrials,0
IRCON,16120,Construction,Construction,Industrials,0
SHYAMMETL,16013,Ferrous Metals,Metals & Mining,Commodities,0
DCMSHRIRAM,16009,Diversified,Diversified,Diversified,0
APTUS,15963,Finance,Financial Services,Financial Services,0
CGCL,15880,Finance,Financial Services,Financial Services,0
KIMS,15862,Healthcare Services,Healthcare,Healthcare,0
TVSHLTD,15710,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
EIHOTEL,15559,Leisure Services,Consumer Services,Consumer Discretionary,0
CHAMBLFERT,15552,Fertilizers & Agrochemicals,Chemicals,Commodities,1
CONCORDBIO,15441,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
FINEORG,15284,Chemicals & Petrochemicals,Chemicals,Commodities,0
KEC,15091,Electrical Equipment,Capital Goods,Industrials,0
NSLNISP,15005,Ferrous Metals,Metals & Mining,Commodities,0
IEX,14918,Capital Markets,Financial Services,Financial Services,1
APLLTD,14841,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
TEJASNET,14771,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0
TANLA,14737,IT - Software,Information Technology,Information Technology,0
NBCC,14688,Construction,Construction,Industrials,0
LAXMIMACH,14684,Industrial Manufacturing,Capital Goods,Industrials,0
MANAPPURAM,14559,Finance,Financial Services,Financial Services,1
NATCOPHARM,14535,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CHALET,14347,Leisure Services,Consumer Services,Consumer Discretionary,0
WELCORP,14339,Industrial Products,Capital Goods,Industrials,0
POLYMED,14267,Healthcare Equipment & Supplies,Healthcare,Healthcare,0
HONASA,14131,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
WELSPUNLIV,14086,Textiles & Apparels,Textiles,Consumer Discretionary,0
TITAGARH,14056,Industrial Manufacturing,Capital Goods,Industrials,0
ASAHIINDIA,14051,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
GESHIP,13934,Transport Services,Services,Services,0
ARE&M,13921,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
REDINGTON,13821,Commercial Services & Supplies,Services,Services,0
ZENSARTECH,13818,IT - Software,Information Technology,Information Technology,0
ASTRAZEN,13812,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CENTURYTEX,13683,Paper Forest & Jute Products,Forest Materials,Commodities,0
BIKAJI,13682,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
HAPPSTMNDS,13659,IT - Software,Information Technology,Information Technology,0
HSCL,13631,Chemicals & Petrochemicals,Chemicals,Commodities,0
NUVOCO,13604,Cement & Cement Products,Construction Materials,Commodities,0
J&KBANK,13539,Banks,Financial Services,Financial Services,0
ABSLAMC,13511,Capital Markets,Financial Services,Financial Services,0
KARURVYSYA,13508,Banks,Financial Services,Financial Services,0
SFL,13452,Consumer Durables,Consumer Durables,Consumer Discretionary,0
TRITURBINE,13438,Electrical Equipment,Capital Goods,Industrials,0
SWANENERGY,13433,Realty,Realty,Consumer Discretionary,0
BASF,13301,Chemicals & Petrochemicals,Chemicals,Commodities,0
JINDALSAW,13199,Industrial Products,Capital Goods,Industrials,0
RKFORGE,13161,Industrial Products,Capital Goods,Industrials,0
JWL,13140,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,0
BLS,13132,Leisure Services,Consumer Services,Consumer Discretionary,0
FINPIPE,13039,Industrial Products,Capital Goods,Industrials,0
CAMS,13036,Capital Markets,Financial Services,Financial Services,0
GMDCLTD,12943,Minerals & Mining,Metals & Mining,Commodities,0
ALKYLAMINE,12928,Chemicals & Petrochemicals,Chemicals,Commodities,0
GET&D,12888,Electrical Equipment,Capital Goods,Industrials,0
FSL,12877,Commercial Services & Supplies,Services,Services,0
ECLERX,12722,Commercial Services & Supplies,Services,Services,0
VGUARD,12681,Consumer Durables,Consumer Durables,Consumer Discretionary,0
NUVAMA,12669,Capital Markets,Financial Services,Financial Services,0
WESTLIFE,12638,Leisure Services,Consumer Services,Consumer Discretionary,0
ERIS,12405,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
AEGISCHEM,12352,Gas,Oil Gas & Consumable Fuels,Energy,0
SIGNATURE,12351,Realty,Realty,Consumer Discretionary,0
MAHSEAMLES,12336,Industrial Products,Capital Goods,Industrials,0
JAIBALAJI,12194,Ferrous Metals,Metals & Mining,Commodities,0
HBLPOWER,12113,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
AAVAS,12092,Finance,Financial Services,Financial Services,0
RAINBOW,12079,Healthcare Services,Healthcare,Healthcare,0
RITES,12073,Construction,Construction,Industrials,0
KSB,12016,Industrial Products,Capital Goods,Industrials,0
HFCL,12016,Telecom - Services,Telecommunication,Telecommunication,0
AKZOINDIA,11908,Consumer Durables,Consumer Durables,Consumer Discretionary,0
EQUITASBNK,11903,Banks,Financial Services,Financial Services,0
SYRMA,11854,Industrial Manufacturing,Capital Goods,Industrials,0
MGL,11849,Gas,Oil Gas & Consumable Fuels,Energy,1
BEML,11806,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,0
AETHER,11770,Chemicals & Petrochemicals,Chemicals,Commodities,0
GNFC,11687,Chemicals & Petrochemicals,Chemicals,Commodities,1
RAYMOND,11471,Textiles & Apparels,Textiles,Consumer Discretionary,0
INTELLECT,11464,IT - Software,Information Technology,Information Technology,0
CRAFTSMAN,11398,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
BAJAJELEC,11383,Consumer Durables,Consumer Durables,Consumer Discretionary,0
KPIL,11370,Construction,Construction,Industrials,0
